processed_text,compound_score,sentiment
tejasswi prakash karan kundrra shares troublemaker relationship actor also shared weirdest thing ever eaten,-0.0772,negative
watch jasmin bhasin setting fitness goals jas favourite girl always committed towards giving best efforts proud part fitness said trainer praveen nair,0.9325,positive
indian women break gender barriers make mark art tattooing business though rise number women tattoo artists feel country needs talented women step spotlight get recognised exceptional artwork,0.5574,positive
spice fashion game easy dupatta draping ideas recently jain took instagram shared reel revealing three absolutely unique ways drape dupatta trust easy gets style give look even wearing lehenga wrote caption,0.8885,positive
pcos awareness month early signs symptoms help identify always blood reports show early symptoms help us take action immediately precaution always better cure shikha gupta functional hormonal health nutritionist said,0.8074,positive
atul kumar new production artiste politics set world war ii germany play taking sides interrogation famous german composer conductor wilhelm furtwängler nazi loyalties also taps present conversations art artists politics,0.1027,positive
protect pigmentation simple tips pollution leave skin dehydrated also lead inflammation accelerated signs premature ageing hyperpigmentation looking prevent air pollution skin lifestyle modifications keep skincare woes bay,-0.1027,negative
national nutrition week keep tips mind fertility treatment eating right foods gives body energy nutrition requires function properly dr nishi singh head fertility prime ivf gurgaon said,0.2732,positive
simple ways avoid overeating effective tips help avoid overeating,0.34,positive
people still pressing flowers form storytelling porta lipsen drying inside simple presses layered corrugated cardboard ventilation newspaper absorption,0.0,neutral
monsoon miss juhi parmar crispy delicious bread pakoda recipe cheat day making mumbai famous bread pakoda try make sure extra workout added next two days wrote,0.34,positive
bye bye backpackers hello culture buffs growing number tourist destinations hoping attract wealthier considerate tourists genuine interest local culture efforts bear fruit,0.9371,positive
courteney cox korean chicken croffles recipe whip delicious recipe dinner tonight,0.5719,positive
happens body give coffee month experts varying opinions coffee health benefits even,0.3818,positive
sushi good ruhi khan dietician bhatia hospital mumbai said originating japan sushi prepared using vinegared rice usually sugar salt accompanied variety ingredients seafood often raw vegetables,0.5859,positive
roshni chopra shares three things get negative mood third powerful according aishwarya raj clinical psychologist based getting negative mood requires combination strategies address thoughts emotions behaviours,-0.5267,negative
mira kapoor stuns indigo blue sari check best ethnic moments mira incredibly chic sense style ethnic western attire ace every look,0.7713,positive
boy moms trend receiving much criticism trend features women giving reasons teach sons cook,-0.128,negative
milind soman praises wife ankita konwar grit put mind one user pointed proven swimming learned less month,0.5267,positive
padma shri shovana narayan kathak breath five elements energy soul interview kathak exponent shovana narayan talks classical dance journey evolution kathak pandemic affected dance form much,0.128,positive
mahhi vij makes health mix children home almonds oats foxnuts help always rely health drinks homemade mixes quality nuts seeds grains one best options said registered dietitian garima goyal,0.6808,positive
korean air weigh passengers fly recall air new zealand carried similar program earlier year passengers flying airline expected step onto scales board flight throughout june,0.0,neutral
burn flabby skin fat even weight loss loose skin tends trouble lot focus three exercises fat burn muscle tone flabby skin said yoga practitioner juhi kapoor,-0.743,negative
